title,ingredients,ingredient_measurements,instructions,diet_type,difficulty,cooking_time
onion pakora,"onion,besan,rice flour,green chilli,curry leaves,ajwain,salt,oil,water","[{""ingredient"":""onion"",""measurement"":""3 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""besan"",""measurement"":""1 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""rice flour"",""measurement"":""1/2 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""green chilli"",""measurement"":""3 number"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""curry leaves"",""measurement"":""1 tbsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""ajwain"",""measurement"":""1 tsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""salt"",""measurement"":""1 tsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""oil"",""measurement"":""500 ml"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""water"",""measurement"":""1/2 cup"",""quantity"":"""",""unit"":"""",""note"":""""}]","Step 1: Slice 3 cup onion into thin pieces and place them in a large bowl. Add 3 number green chilli,1 tbsp curry leaves,1 tsp ajwain,and 1 tsp salt. Mix for 1 minute and rest for 5 minutes until the onion releases moisture. Step 2: Add 1 cup besan and 1/2 cup rice flour. Sprinkle 1/2 cup water slowly while mixing for 2 minutes until the onions bind into a thick mixture. Step 3: Heat 500 ml oil in a deep kadai on medium flame for 8 minutes until hot. Drop small portions of the batter into the oil and fry on medium flame for 4 minutes,turning once,until the pakoras turn deep golden brown and crisp. Step 4: Drain for 2 minutes before serving hot.",veg,easy,25
kuzhi paniyaram,"idli batter,onion,green chilli,curry leaves,cumin seeds,oil,salt","[{""ingredient"":""idli batter"",""measurement"":""3 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""onion"",""measurement"":""1 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""green chilli"",""measurement"":""2 number"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""curry leaves"",""measurement"":""1 tbsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""cumin seeds"",""measurement"":""1 tsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""oil"",""measurement"":""3 tbsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""salt"",""measurement"":""1 tsp"",""quantity"":"""",""unit"":"""",""note"":""""}]","Step 1: Mix 3 cup idli batter with 1 cup onion,2 number green chilli,1 tbsp curry leaves,1 tsp cumin seeds,and 1 tsp salt in a bowl for 1 minute until evenly combined. Step 2: Heat a paniyaram pan on medium flame for 2 minutes and add a few drops of oil into each cavity. Step 3: Fill each cavity three-fourths full with batter. Cover and cook on low flame for 3 minutes until the bottoms turn golden and the tops begin to set. Step 4: Turn each paniyaram carefully using a spoon or skewer and cook for 2 more minutes until both sides are evenly browned and cooked through. Step 5: Remove and serve hot.",veg,easy,15
veg puff,"maida,potato,carrot,green peas,onion,ginger,garam masala,oil,salt,water","[{""ingredient"":""maida"",""measurement"":""3 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""potato"",""measurement"":""2 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""carrot"",""measurement"":""1 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""green peas"",""measurement"":""1 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""onion"",""measurement"":""1 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""ginger"",""measurement"":""1 tbsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""garam masala"",""measurement"":""1 tsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""oil"",""measurement"":""4 tbsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""salt"",""measurement"":""2 tsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""water"",""measurement"":""1 cup"",""quantity"":"""",""unit"":"""",""note"":""""}]","Step 1: Mix 3 cup maida,2 tbsp oil,and 1 tsp salt in a bowl. Add 1 cup water slowly and knead for 8 minutes until a soft dough forms. Cover and rest for 20 minutes. Step 2: Wash and peel 2 cup potato and 1 cup carrot,then cut them into small cubes. Step 3: Boil the potato,carrot,and 1 cup green peas in 3 cup water on medium flame for 10 minutes until just soft. Drain and mash lightly. Step 4: Heat 2 tbsp oil in a pan on medium flame for 1 minute. Add 1 cup onion and 1 tbsp ginger,then saute for 4 minutes until soft. Add the mashed vegetables,1 tsp garam masala,and 2 tsp salt. Cook on low flame for 5 minutes until the filling becomes dry. Cool for 10 minutes. Step 5: Roll the dough into thin squares,place 2 tbsp filling in the center of each,fold into triangle parcels,and seal the edges. Step 6: Bake on a greased tray in a preheated oven on medium heat for 20 minutes until the puffs turn golden brown. Step 7: Rest for 5 minutes before serving warm.",veg,medium,45
egg puff,"maida,egg,onion,green chilli,ginger,garam masala,oil,salt,water","[{""ingredient"":""maida"",""measurement"":""3 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""egg"",""measurement"":""4 number"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""onion"",""measurement"":""1 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""green chilli"",""measurement"":""2 number"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""ginger"",""measurement"":""1 tbsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""garam masala"",""measurement"":""1 tsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""oil"",""measurement"":""4 tbsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""salt"",""measurement"":""2 tsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""water"",""measurement"":""1 cup"",""quantity"":"""",""unit"":"""",""note"":""""}]","Step 1: Mix 3 cup maida,2 tbsp oil,and 1 tsp salt in a bowl. Add 1 cup water slowly and knead for 8 minutes until a smooth dough forms. Cover and rest for 20 minutes. Step 2: Boil 4 number egg in 2 cup water on medium flame for 12 minutes until fully cooked. Cool for 5 minutes,peel,and keep aside. Step 3: Heat 2 tbsp oil in a pan on medium flame for 1 minute. Add 1 cup onion,2 number green chilli,and 1 tbsp ginger,then saute for 5 minutes until soft. Add 1 tsp garam masala and 1 tsp salt,then cook for 1 minute. Step 4: Divide the dough into equal squares and roll each into thin sheets. Place one boiled egg in the center of each sheet and top with the onion masala. Fold the dough tightly around the egg and seal the edges. Step 5: Place the parcels on a greased tray and bake in a preheated oven on medium heat for 20 minutes until the crust turns golden brown. Step 6: Rest for 5 minutes before serving warm.",non_veg,medium,45
chakka cutlet,"jackfruit,potato,onion,green chilli,ginger,breadcrumbs,black pepper,oil,salt,water","[{""ingredient"":""jackfruit"",""measurement"":""2 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""potato"",""measurement"":""1 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""onion"",""measurement"":""1 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""green chilli"",""measurement"":""2 number"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""ginger"",""measurement"":""1 tbsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""breadcrumbs"",""measurement"":""2 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""black pepper"",""measurement"":""1 tsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""oil"",""measurement"":""500 ml"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""salt"",""measurement"":""1 tsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""water"",""measurement"":""3 cup"",""quantity"":"""",""unit"":"""",""note"":""""}]","Step 1: Peel 2 cup raw jackfruit and cut into small pieces. Pressure cook it with 3 cup water on high flame for 1 whistle and then on low flame for 10 minutes until soft. Drain and mash lightly. Step 2: Boil 1 cup potato in 2 cup water on medium flame for 15 minutes until soft. Peel and mash it. Step 3: Heat 1 tbsp oil in a pan on medium flame for 1 minute. Add 1 cup onion,2 number green chilli,and 1 tbsp ginger,then saute for 4 minutes until soft. Step 4: Mix the jackfruit mash,potato mash,sauteed onion mixture,1 tsp black pepper,and 1 tsp salt in a bowl. Cook on low flame for 3 minutes until the mixture becomes dry and easy to shape. Cool for 10 minutes. Step 5: Shape into cutlets and coat each one with 2 cup breadcrumbs. Step 6: Heat 500 ml oil in a deep kadai on medium flame for 8 minutes until hot. Fry the cutlets in batches for 4 minutes on each side until golden brown and crisp. Step 7: Drain for 2 minutes before serving hot.",veg,medium,40
bread omelette,"bread,egg,onion,tomato,green chilli,coriander leaves,butter,salt,black pepper","[{""ingredient"":""bread"",""measurement"":""4 number"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""egg"",""measurement"":""3 number"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""onion"",""measurement"":""1 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""tomato"",""measurement"":""1 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""green chilli"",""measurement"":""2 number"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""coriander leaves"",""measurement"":""1/4 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""butter"",""measurement"":""2 tbsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""salt"",""measurement"":""1 tsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""black pepper"",""measurement"":""1 tsp"",""quantity"":"""",""unit"":"""",""note"":""""}]","Step 1: Crack 3 number egg into a bowl. Add 1 tsp salt and 1 tsp black pepper,then beat for 2 minutes until fully mixed. Step 2: Add 1 cup onion,1 cup tomato,2 number green chilli,and 1/4 cup coriander leaves to the egg mixture and stir for 1 minute. Step 3: Heat 1 tbsp butter in a pan on medium flame for 1 minute. Place 2 number bread slices in the pan and pour half the egg mixture over them. Cook on medium flame for 3 minutes until the bottom turns golden and the egg starts setting. Step 4: Flip carefully,add a little more butter if needed,and cook for 2 more minutes until the egg is fully cooked and the bread is crisp. Step 5: Repeat with the remaining bread slices and egg mixture. Step 6: Rest for 1 minute before serving hot.",non_veg,easy,20
kachori,"maida,moong dal,onion,cumin seeds,fennel seeds,chilli powder,salt,oil,water","[{""ingredient"":""maida"",""measurement"":""3 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""moong dal"",""measurement"":""1 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""onion"",""measurement"":""1 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""cumin seeds"",""measurement"":""1 tsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""fennel seeds"",""measurement"":""1 tsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""chilli powder"",""measurement"":""1 tsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""salt"",""measurement"":""2 tsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""oil"",""measurement"":""500 ml"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""water"",""measurement"":""1 cup"",""quantity"":"""",""unit"":"""",""note"":""""}]","Step 1: Soak 1 cup moong dal in 3 cup water for 4 hours. Drain and grind it coarsely with 1 tsp cumin seeds,1 tsp fennel seeds,1 tsp chilli powder,and 1 tsp salt. Step 2: Heat 1 tbsp oil in a pan on medium flame for 1 minute. Add 1 cup onion and saute for 5 minutes until soft. Add the ground dal mixture and cook on low flame for 5 minutes until the filling becomes dry. Cool for 10 minutes. Step 3: Mix 3 cup maida,1 tsp salt,and 2 tbsp oil in a bowl. Add 1 cup water slowly and knead for 8 minutes until a firm dough forms. Rest for 20 minutes. Step 4: Divide the dough into balls,flatten each one,place 1 tbsp filling in the center,and seal into smooth rounds. Step 5: Heat 500 ml oil in a deep kadai on medium flame for 8 minutes until hot. Fry the kachoris on low-medium flame for 6 minutes until deep golden brown and crisp. Step 6: Drain for 2 minutes before serving hot.",veg,hard,55
masala peanuts,"peanuts,besan,rice flour,chilli powder,turmeric powder,curry leaves,salt,oil,water","[{""ingredient"":""peanuts"",""measurement"":""2 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""besan"",""measurement"":""1 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""rice flour"",""measurement"":""1/2 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""chilli powder"",""measurement"":""1 tsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""turmeric powder"",""measurement"":""1/2 tsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""curry leaves"",""measurement"":""1 tbsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""salt"",""measurement"":""1 tsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""oil"",""measurement"":""500 ml"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""water"",""measurement"":""1 cup"",""quantity"":"""",""unit"":"""",""note"":""""}]","Step 1: Mix 1 cup besan,1/2 cup rice flour,1 tsp chilli powder,1/2 tsp turmeric powder,and 1 tsp salt in a bowl. Add 1 cup water slowly and whisk for 2 minutes until a thick coating batter forms. Step 2: Add 2 cup peanuts and 1 tbsp curry leaves to the batter and mix for 1 minute until every peanut is coated. Step 3: Heat 500 ml oil in a deep kadai on medium flame for 8 minutes until hot. Drop small clusters of the coated peanuts into the oil and fry on medium flame for 4 minutes until crisp and golden brown. Step 4: Drain for 2 minutes and cool slightly before serving.",veg,easy,25
stuffed paratha,"wheat flour,potato,onion,green chilli,ginger,coriander leaves,cumin powder,oil,salt,water","[{""ingredient"":""wheat flour"",""measurement"":""3 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""potato"",""measurement"":""2 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""onion"",""measurement"":""1 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""green chilli"",""measurement"":""2 number"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""ginger"",""measurement"":""1 tbsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""coriander leaves"",""measurement"":""1/4 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""cumin powder"",""measurement"":""1 tsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""oil"",""measurement"":""4 tbsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""salt"",""measurement"":""2 tsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""water"",""measurement"":""1 cup"",""quantity"":"""",""unit"":"""",""note"":""""}]","Step 1: Mix 3 cup whole wheat flour,1 tsp salt,and 1 tbsp oil in a bowl. Add 1 cup water slowly and knead for 8 minutes until a soft dough forms. Cover and rest for 20 minutes. Step 2: Boil 2 cup potato in 3 cup water on medium flame for 15 minutes until soft. Peel and mash it. Step 3: Mix the mashed potato with 1 cup onion,2 number green chilli,1 tbsp ginger,1/4 cup coriander leaves,1 tsp cumin powder,and 1 tsp salt. Rest for 5 minutes. Step 4: Divide the dough into balls,roll each into a small disc,place 2 tbsp filling in the center,and seal it into a ball again. Step 5: Roll each stuffed ball gently into a paratha. Step 6: Heat a tawa on medium flame for 2 minutes. Cook each paratha for 2 minutes on one side,flip,and cook for 2 minutes on the other side while applying remaining oil until golden brown spots appear. Step 7: Serve hot.",veg,medium,35
corn cheese balls,"sweet corn,potato,cheese,breadcrumbs,black pepper,corn flour,oil,salt,water","[{""ingredient"":""sweet corn"",""measurement"":""2 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""potato"",""measurement"":""2 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""cheese"",""measurement"":""1 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""breadcrumbs"",""measurement"":""2 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""black pepper"",""measurement"":""1 tsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""corn flour"",""measurement"":""2 tbsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""oil"",""measurement"":""500 ml"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""salt"",""measurement"":""1 tsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""water"",""measurement"":""3 cup"",""quantity"":"""",""unit"":"""",""note"":""""}]","Step 1: Boil 2 cup potato in 3 cup water on medium flame for 15 minutes until soft. Peel and mash completely. Step 2: Boil 2 cup sweet corn in 2 cup water on medium flame for 6 minutes until tender. Drain fully and crush lightly. Step 3: Mix the mashed potato,crushed corn,1 cup cheese,1 tsp black pepper,2 tbsp corn flour,and 1 tsp salt in a bowl for 2 minutes until the mixture becomes firm enough to shape. Step 4: Shape into small balls and coat each ball evenly with 2 cup breadcrumbs. Rest for 10 minutes so the coating sets properly. Step 5: Heat 500 ml oil in a deep kadai on medium flame for 8 minutes until hot. Fry the balls in batches for 4 minutes until deep golden brown and crisp outside. Step 6: Drain for 2 minutes before serving hot.",veg,medium,40
chicken samosa,"maida,chicken,onion,green chilli,ginger,garam masala,oil,salt,water","[{""ingredient"":""maida"",""measurement"":""3 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""chicken"",""measurement"":""300 g"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""onion"",""measurement"":""1 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""green chilli"",""measurement"":""2 number"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""ginger"",""measurement"":""1 tbsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""garam masala"",""measurement"":""1 tsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""oil"",""measurement"":""500 ml"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""salt"",""measurement"":""2 tsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""water"",""measurement"":""1 cup"",""quantity"":"""",""unit"":"""",""note"":""""}]","Step 1: Mix 3 cup maida,1 tsp salt,and 2 tbsp oil in a bowl. Add 1 cup water slowly and knead for 8 minutes until a firm dough forms. Cover and rest for 20 minutes. Step 2: Wash 300 g chicken thoroughly and mince it finely. Step 3: Heat 1 tbsp oil in a pan on medium flame for 1 minute. Add 1 cup onion,2 number green chilli,and 1 tbsp ginger. Saute for 5 minutes until soft. Add the minced chicken,1 tsp garam masala,and remaining salt. Cook on medium flame for 10 minutes until fully cooked and dry. Cool for 10 minutes. Step 4: Roll the dough into thin circles and cut each into halves. Shape each half into a cone,fill with 2 tbsp chicken mixture,and seal the edges with water. Step 5: Heat 500 ml oil in a deep kadai on medium flame for 8 minutes until hot. Fry the samosas on low-medium flame for 6 minutes until deep golden brown and crisp. Step 6: Drain for 2 minutes before serving hot.",non_veg,hard,55
spring potato wedges,"potato,maida,chilli powder,oregano,black pepper,oil,salt,water","[{""ingredient"":""potato"",""measurement"":""4 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""maida"",""measurement"":""1/2 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""chilli powder"",""measurement"":""1 tsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""oregano"",""measurement"":""1 tsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""black pepper"",""measurement"":""1 tsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""oil"",""measurement"":""500 ml"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""salt"",""measurement"":""2 tsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""water"",""measurement"":""4 cup"",""quantity"":"""",""unit"":"""",""note"":""""}]","Step 1: Wash 4 cup potato thoroughly and cut into thick wedges without peeling. Soak them in 4 cup water for 15 minutes to remove excess starch,then drain completely. Step 2: Mix 1/2 cup maida,1 tsp chilli powder,1 tsp oregano,1 tsp black pepper,and 2 tsp salt in a bowl. Coat the potato wedges evenly with the dry mixture. Step 3: Heat 500 ml oil in a deep kadai on medium flame for 8 minutes until hot. Fry the wedges in batches for 5 minutes until light golden and cooked through. Step 4: Increase the flame to high and fry the wedges again for 1 minute until crisp outside and fluffy inside. Step 5: Drain for 2 minutes before serving hot.",veg,easy,30
egg sandwich,"bread,egg,onion,green chilli,butter,mayonnaise,black pepper,salt","[{""ingredient"":""bread"",""measurement"":""6 number"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""egg"",""measurement"":""4 number"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""onion"",""measurement"":""1 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""green chilli"",""measurement"":""2 number"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""butter"",""measurement"":""2 tbsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""mayonnaise"",""measurement"":""1/2 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""black pepper"",""measurement"":""1 tsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""salt"",""measurement"":""1 tsp"",""quantity"":"""",""unit"":"""",""note"":""""}]","Step 1: Boil 4 number egg in 3 cup water on medium flame for 12 minutes until fully cooked. Cool for 5 minutes,peel,and mash completely. Step 2: Mix the mashed egg with 1 cup onion,2 number green chilli,1/2 cup mayonnaise,1 tsp black pepper,and 1 tsp salt for 2 minutes until evenly combined. Step 3: Heat 2 tbsp butter on a tawa on medium flame for 1 minute. Toast 6 number bread slices for 1 minute on each side until lightly crisp. Step 4: Spread the egg mixture evenly over 3 bread slices and cover with the remaining slices. Step 5: Cut each sandwich into halves and serve immediately while warm.",non_veg,easy,20
chana sundal,"chickpeas,onion,green chilli,curry leaves,mustard seeds,coconut,coconut oil,lemon juice,salt,water","[{""ingredient"":""chickpeas"",""measurement"":""2 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""onion"",""measurement"":""1 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""green chilli"",""measurement"":""3 number"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""curry leaves"",""measurement"":""1 tbsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""mustard seeds"",""measurement"":""1 tsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""coconut"",""measurement"":""1 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""coconut oil"",""measurement"":""2 tbsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""lemon juice"",""measurement"":""2 tbsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""salt"",""measurement"":""1 tsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""water"",""measurement"":""6 cup"",""quantity"":"""",""unit"":"""",""note"":""""}]","Step 1: Wash 2 cup chickpeas thoroughly and soak them in 6 cup water for 8 hours. Drain and pressure cook with 3 cup fresh water and 1 tsp salt on high flame for 1 whistle,then on low flame for 15 minutes until soft but not mushy. Step 2: Heat 2 tbsp coconut oil in a pan on medium flame for 1 minute. Add 1 tsp mustard seeds and cook for 30 seconds until they crackle. Add 1 tbsp curry leaves,1 cup onion,and 3 number green chilli,then saute for 4 minutes until the onion turns soft and light golden. Step 3: Add the cooked chickpeas and stir on medium flame for 3 minutes until the seasoning coats them evenly. Step 4: Add 1 cup coconut and 1 tsp salt,then cook on low flame for 2 minutes until the mixture turns dry and fragrant. Step 5: Turn off the flame,add 2 tbsp lemon juice,mix gently for 30 seconds,and rest for 2 minutes before serving warm.",veg,easy,30
chicken kebab,"chicken,ginger,garlic,onion,green chilli,coriander leaves,garam masala,cumin powder,black pepper,salt,oil","[{""ingredient"":""chicken"",""measurement"":""500 g"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""ginger"",""measurement"":""1 tbsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""garlic"",""measurement"":""1 tbsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""onion"",""measurement"":""1 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""green chilli"",""measurement"":""2 number"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""coriander leaves"",""measurement"":""1/4 cup"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""garam masala"",""measurement"":""1 tsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""cumin powder"",""measurement"":""1 tsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""black pepper"",""measurement"":""1 tsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""salt"",""measurement"":""1 tsp"",""quantity"":"""",""unit"":"""",""note"":""""},{""ingredient"":""oil"",""measurement"":""3 tbsp"",""quantity"":"""",""unit"":"""",""note"":""""}]","Step 1: Wash 500 g chicken thoroughly and mince it finely. Step 2: Mix the minced chicken with 1 cup onion,2 number green chilli,1 tbsp ginger,1 tbsp garlic,1/4 cup coriander leaves,1 tsp garam masala,1 tsp cumin powder,1 tsp black pepper,and 1 tsp salt in a bowl for 3 minutes until the mixture becomes sticky and evenly seasoned. Step 3: Rest the mixture for 15 minutes so it firms up. Step 4: Shape the mixture into small kebabs or oval patties with lightly wet hands. Step 5: Heat 3 tbsp oil in a pan on medium flame for 1 minute. Place the kebabs carefully and cook for 4 minutes on each side until the outer surface turns golden brown and the center is fully cooked. Step 6: Reduce to low flame for 2 minutes if needed so the kebabs cook through without burning. Step 7: Rest for 2 minutes before serving hot.",non_veg,medium,35
